"Item Code","Item Description","Part No.","Part Description","Model","Unit Of Measurement","Spare Part Type","Location","Specify","Part Category","Is Expiry date Required","Min Nos","Max Nos","Minimum Price Per Nos (RM)","Maximum Price Per Nos (RM)","Brand","Status","Expiry Age (In Month)","Current Stock Level"
"BP0003","Bulbs/ Lamps","01-1602-0201-007","PHOTOTHERAPY LAMP 40/03","Atom/Philips","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","10","200"," [$100Wed, 31 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$200Sun, 04 Feb 1900 15:36:00 +0000] * #,##0.00 ","ATOM/philips","Active","0","25"
"BP0025","Sensors/ Detectors","01-1603-0401-008","Po Finger Clip Sensor","3740","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","15"," [$1100Sun, 18 Nov 1900 00:00:00 +0000] * #,##0.00 "," [$101Sat, 05 Jan 1901 10:48:00 +0000] * #,##0.00 ","OHMEDA","Active","0","0"
"BP0025","Sensors/ Detectors","01-1603-0401-009","Po Ohmeda Flex 11 Sensor","3740","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$1000Fri, 26 Oct 1900 00:00:00 +0000] * #,##0.00 "," [$1200Mon, 10 Dec 1900 00:00:00 +0000] * #,##0.00 ","OHMEDA","Active","0","0"
"BP0025","Sensors/ Detectors","01-1603-0401-010","Ear Clip Sensor","3740","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$500Tue, 29 May 1900 00:00:00 +0000] * #,##0.00 "," [$600Wed, 20 Jun 1900 12:00:00 +0000] * #,##0.00 ","OHMEDA","Active","0","0"
"BP0007","Diaphragms/ Pumps","01-0903-0105-002","A MODULE B Braun Pump","Perfusor Compact","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","3"," [$1201Thu, 12 Dec 1901 00:00:00 +0000] * #,##0.00 "," [$302Fri, 28 Mar 1902 19:12:00 +0000] * #,##0.00 ","B.BRAUN","Active","0","1"
"BP0001","Batteries/ UPS","01-1601-0701-004","Battery","Sc6000","Unit","Just In Time","Centralized","","Biomedical","No","0","1"," [$201Sun, 03 Feb 1901 00:00:00 +0000] * #,##0.00 "," [$401Thu, 04 Apr 1901 00:00:00 +0000] * #,##0.00 ","SIEMENS","Active","0","0"
"BP0011","Equipment Specific Parts","01-0903-0201-009","TOP 3300 HANDLE MAIN UNIT (T6335602(2))","Top 3100","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$300Fri, 16 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$300Tue, 27 Mar 1900 09:36:00 +0000] * #,##0.00 ","TOP","Active","0","0"
"BP0011","Equipment Specific Parts","01-1909-0101-004","TOP 5100 Power Regulator KWS10-15","Top 5100","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","26"," [$900Thu, 06 Sep 1900 00:00:00 +0000] * #,##0.00 "," [$1000Sat, 13 Oct 1900 12:00:00 +0000] * #,##0.00 ","TOP","Active","0","7"
"BP0011","Equipment Specific Parts","01-1909-0104-002","TOP 5300 Base WITH HANDLE T6535604","Top 5300","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","3"," [$1000Wed, 03 Oct 1900 00:00:00 +0000] * #,##0.00 "," [$1100Tue, 13 Nov 1900 13:12:00 +0000] * #,##0.00 ","TOP","Active","0","1"
"BP0011","Equipment Specific Parts","01-1910-0101-003","Slider Subass","Top 5300","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","15"," [$301Sat, 16 Mar 1901 00:00:00 +0000] * #,##0.00 "," [$501Tue, 21 May 1901 03:36:00 +0000] * #,##0.00 ","TOP","Active","0","0"
"BP0011","Equipment Specific Parts","01-1909-0201-004","TOP 5300 Clamp Unit T653-044","Stc523","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","20"," [$700Sun, 08 Jul 1900 00:00:00 +0000] * #,##0.00 "," [$800Sun, 05 Aug 1900 12:00:00 +0000] * #,##0.00 ","TERUMO","Active","0","1"
"BP0011","Equipment Specific Parts","01-1909-0204-006","Boot Unit","Te-311","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","10"," [$500Tue, 01 May 1900 00:00:00 +0000] * #,##0.00 "," [$500Sat, 19 May 1900 07:12:00 +0000] * #,##0.00 ","TERUMO","Active","0","0"
"BP0011","Equipment Specific Parts","01-1909-0204-007","Dial Unit","Te-311","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","60"," [$400Thu, 19 Apr 1900 00:00:00 +0000] * #,##0.00 "," [$500Sat, 05 May 1900 12:00:00 +0000] * #,##0.00 ","TERUMO","Active","0","14"
"BP0005","Casing/ Covers/ Brackets/ Latches/ Part Holders","01-1909-0201-016","Slider Cover Unit","Stc523","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","10"," [$201Wed, 13 Feb 1901 00:00:00 +0000] * #,##0.00 "," [$401Mon, 15 Apr 1901 12:00:00 +0000] * #,##0.00 ","TERUMO","Active","0","0"
"BP0005","Casing/ Covers/ Brackets/ Latches/ Part Holders","01-1909-0204-015","Sypu Lower Case","Te-311","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","3"," [$900Sat, 08 Sep 1900 00:00:00 +0000] * #,##0.00 "," [$1000Mon, 15 Oct 1900 19:12:00 +0000] * #,##0.00 ","TERUMO","Active","0","0"
"BP0011","Equipment Specific Parts","01-1909-0302-001","Universal Clamp Complete","871504/1","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","10"," [$101Sun, 06 Jan 1901 00:00:00 +0000] * #,##0.00 "," [$301Sat, 02 Mar 1901 19:12:00 +0000] * #,##0.00 ","B.BRAUN","Active","0","1"
"BP0011","Equipment Specific Parts","01-1909-0305-002","Drive Unit Complete","Perfusor Compact S","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","3"," [$803Sat, 22 Aug 1903 00:00:00 +0000] * #,##0.00 "," [$304Tue, 08 Mar 1904 12:00:00 +0000] * #,##0.00 ","B.BRAUN","Active","0","0"
"BP0022","Power Supply Unit (PCB or Module)/ Transfomer","01-1909-0304-005","Sypu A Module(Battery R/Able Power Pack & Board)","Perfusor Compact","Unit","Just In Time","Centralized","","Biomedical","No","1","2"," [$204Mon, 08 Feb 1904 00:00:00 +0000] * #,##0.00 "," [$904Tue, 20 Sep 1904 00:00:00 +0000] * #,##0.00 ","B.BRAUN","Active","0","0"
"BP0001","Batteries/ UPS","01-1909-0701-001","Rechargeable Battery","404","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","2"," [$300Tue, 20 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 01 Apr 1900 00:00:00 +0000] * #,##0.00 ","Akas","Active","0","0"
"BP0003","Bulbs/ Lamps","01-2009-0101-001","Bulb FML2TEX-N (For Eye Treadment Chair)","Md600u","Unit","Just In Time","Centralized","","Biomedical","No","0","5"," [$300Thu, 15 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$300Mon, 26 Mar 1900 06:00:00 +0000] * #,##0.00 ","OPTION","Active","0","0"
"BP0023","PPM/ Service/Maintenance/ Repair Kits","01-2202-1301-004","PPM KIT 10K FOR 10.4 GUI","Npb 840","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$602Wed, 18 Jun 1902 00:00:00 +0000] * #,##0.00 "," [$1002Fri, 31 Oct 1902 00:00:00 +0000] * #,##0.00 ","NELLCOR","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-0401-0101-002","PHYSIO CONTROL LP9B 3 lead Trunk Cable","Lp9b","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","20"," [$500Tue, 29 May 1900 00:00:00 +0000] * #,##0.00 "," [$600Wed, 20 Jun 1900 12:00:00 +0000] * #,##0.00 ","PHYSIO CONTROL","Active","0","10"
"BP0011","Equipment Specific Parts","01-0401-0101-009","Recorder Assy","Lp9b","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","5"," [$608Fri, 26 Jun 1908 00:00:00 +0000] * #,##0.00 "," [$1009Mon, 04 Oct 1909 00:00:00 +0000] * #,##0.00 ","PHYSIO CONTROL","Active","0","0"
"BP0011","Equipment Specific Parts","01-0401-0101-003","PHYSIO CONTROL LP9B Printer Roller Assy 21330-000656","Lp9b","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","10"," [$501Sat, 04 May 1901 00:00:00 +0000] * #,##0.00 "," [$701Tue, 16 Jul 1901 12:00:00 +0000] * #,##0.00 ","PHYSIO CONTROL","Active","0","2"
"BP0003","Bulbs/ Lamps","01-0306-0203-007","BULB HITACHI HALOGEN LAMP 12V 20W P/N:705-0840","H-747","Unit","Just In Time","Centralized","","Biomedical","No","0","5"," [$300Tue, 20 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 01 Apr 1900 00:00:00 +0000] * #,##0.00 ","HITACHI","Active","0","3"
"BP0001","Batteries/ UPS","01-0203-1201-001","BATTERY OMRON 4.8V 1.6 AH","Hem-907","Unit","Just In Time","Centralized","","Biomedical","No","0","30"," [$400Sun, 29 Apr 1900 00:00:00 +0000] * #,##0.00 "," [$500Thu, 17 May 1900 00:00:00 +0000] * #,##0.00 ","Omron","Active","0","18"
"BP0003","Bulbs/ Lamps","01-2205-0301-001","Xenon Lamp 300","400 (Vip)","Unit","Just In Time","Centralized","","Biomedical","No","0","10"," [$308Wed, 18 Mar 1908 00:00:00 +0000] * #,##0.00 "," [$609Fri, 11 Jun 1909 00:00:00 +0000] * #,##0.00 ","Fujinon","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1505-0301-001","OL BULB HALOGEN 24V 150W W/O REFLECTOR","Rx 600","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","50"," [$100Fri, 26 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Mon, 29 Jan 1900 21:36:00 +0000] * #,##0.00 ","Eschman","Active","0","21"
"BP0003","Bulbs/ Lamps","01-1301-0701-001","Bulb Halogen 12V 100W Reflector","S4/Opmics","Unit","Just In Time","Centralized","","Biomedical","No","0","20"," [$100Fri, 12 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Sat, 13 Jan 1900 19:12:00 +0000] * #,##0.00 ","CARL ZEISS","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1301-0701-003","Mic Bulb Halogen 12V 100W Reflector","S4/Opmics","Unit","Just In Time","Centralized","","Biomedical","No","0","20"," [$100Thu, 18 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Sat, 20 Jan 1900 16:48:00 +0000] * #,##0.00 ","CARL ZEISS","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1301-0702-001","Mic Lamp Regulation Board","Opmi 6 On S3","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","3"," [$1200Sat, 15 Dec 1900 00:00:00 +0000] * #,##0.00 "," [$201Tue, 05 Feb 1901 12:00:00 +0000] * #,##0.00 ","CARL ZEISS","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1305-0201-001","Halogen Bulb 6V 30W(Carl Zies)","Opm1","Unit","Just In Time","Centralized","","Biomedical","No","0","8"," [$400Sat, 14 Apr 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 29 Apr 1900 18:00:00 +0000] * #,##0.00 ","CARL ZEISS","Active","0","2"
"BP0011","Equipment Specific Parts","01-1301-0104-002","OLYMPUS CH-120V,30WSB","Bx40,50,Ch40,Ch30","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","7"," [$300Mon, 05 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$300Wed, 14 Mar 1900 18:00:00 +0000] * #,##0.00 ","OLYMPUS","Active","0","4"
"BP0001","Batteries/ UPS","01-0401-0101-001","Battery for physio control Defibrillator LP9B","Lp9b","Unit","Just In Time","Centralized","","Biomedical","No","0","12"," [$301Mon, 25 Mar 1901 00:00:00 +0000] * #,##0.00 "," [$501Fri, 31 May 1901 12:00:00 +0000] * #,##0.00 ","PHYSIO CONTROL","Active","0","0"
"BP0001","Batteries/ UPS","01-0401-0104-002","Life Pack Nicd Battery","Lp12","Unit","Just In Time","Centralized","","Biomedical","No","0","4"," [$301Mon, 25 Mar 1901 00:00:00 +0000] * #,##0.00 "," [$501Fri, 31 May 1901 12:00:00 +0000] * #,##0.00 ","PHYSIO CONTROL","Active","0","0"
"BP0001","Batteries/ UPS","01-0401-0104-003","Rechargeable Battery","Lp12","Unit","Just In Time","Centralized","","Biomedical","No","0","1"," [$103Sun, 04 Jan 1903 00:00:00 +0000] * #,##0.00 "," [$603Thu, 18 Jun 1903 00:00:00 +0000] * #,##0.00 ","PHYSIO CONTROL","Active","0","0"
"BP0024","Printed Circuit Boards (PCB; Other than Power Supply)","01-0401-0101-010","Main Pcb Assembly","Lp9b","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$115Thu, 21 Jan 1915 00:00:00 +0000] * #,##0.00 "," [$417Wed, 25 Apr 1917 00:00:00 +0000] * #,##0.00 ","PHYSIO CONTROL","Active","0","0"
"BP0001","Batteries/ UPS","01-0401-0502-002","Rechargeable Battery 12V 4.5Ah","Codemaster","Unit","Just In Time","Centralized","","Biomedical","No","0","2"," [$1000Fri, 26 Oct 1900 00:00:00 +0000] * #,##0.00 "," [$1200Mon, 10 Dec 1900 00:00:00 +0000] * #,##0.00 ","HEWLETT PACKARD","Active","0","0"
"BP0001","Batteries/ UPS","01-0109-0401-001","Battery Ups","","Unit","Just In Time","Centralized","","Biomedical","No","0","10"," [$500Thu, 24 May 1900 00:00:00 +0000] * #,##0.00 "," [$600Thu, 14 Jun 1900 18:00:00 +0000] * #,##0.00 ","UNICOM","Active","0","0"
"BP0007","Diaphragms/ Pumps","01-2203-0101-012","Diaphragm (Silicon)","Iv100b","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","30"," [$200Mon, 19 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$200Mon, 26 Feb 1900 12:00:00 +0000] * #,##0.00 ","SECHRIST","Active","0","24"
"BP0015","Keyboards/ Keypads/ Remotes","01-0503-0302-003","Keyboard Panel","106","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","5"," [$301Mon, 25 Mar 1901 00:00:00 +0000] * #,##0.00 "," [$501Fri, 31 May 1901 12:00:00 +0000] * #,##0.00 ","SUZUKEN","Active","0","0"
"BP0011","Equipment Specific Parts","01-0503-0302-007","Thermal Head","106","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","10"," [$302Mon, 10 Mar 1902 00:00:00 +0000] * #,##0.00 "," [$702Tue, 08 Jul 1902 00:00:00 +0000] * #,##0.00 ","SUZUKEN","Active","0","0"
"BP0011","Equipment Specific Parts","01-0503-0302-009","Printer Roller Spool","106","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","10"," [$200Sun, 04 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$200Fri, 09 Feb 1900 06:00:00 +0000] * #,##0.00 ","SUZUKEN","Active","0","0"
"BP0011","Equipment Specific Parts","01-0901-0101-005","Pb,Inverter","V850","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$100Tue, 16 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Thu, 18 Jan 1900 09:36:00 +0000] * #,##0.00 ","ATOM","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1202-0301-001","BULB HEINE X.04.88.104 6V BINOCULAR","Oculight Gl","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","5"," [$900Tue, 11 Sep 1900 00:00:00 +0000] * #,##0.00 "," [$1000Fri, 19 Oct 1900 06:00:00 +0000] * #,##0.00 ","Iris Medical","Active","0","2"
"BP0011","Equipment Specific Parts","01-0803-0101-002","Infant Humidifier Chamber","Mr600/601/602","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","5"," [$502Fri, 09 May 1902 00:00:00 +0000] * #,##0.00 "," [$902Mon, 15 Sep 1902 00:00:00 +0000] * #,##0.00 ","Fisher & Paykel","Active","0","0"
"BP0011","Equipment Specific Parts","01-0803-0102-021","FISHER & PAYKEL ELECTRICAL ADAPTOR 900MR558","900mr558","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","21"," [$1200Tue, 25 Dec 1900 00:00:00 +0000] * #,##0.00 "," [$201Sun, 17 Feb 1901 00:00:00 +0000] * #,##0.00 ","Fisher & Paykel","Active","0","3"
"BP0014","Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes","01-0803-0102-002","FISHER&PAYKEL Hose Heater Wire 900MR751","Mr700/730","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","20"," [$101Sat, 12 Jan 1901 00:00:00 +0000] * #,##0.00 "," [$301Sat, 09 Mar 1901 16:48:00 +0000] * #,##0.00 ","Fisher & Paykel","Active","0","8"
"BP0014","Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes","01-0803-0102-005","FISHER & PAYKEL HOSE HEATER WIRE ASSY 900MR510","Mr700/730","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","20"," [$800Fri, 17 Aug 1900 00:00:00 +0000] * #,##0.00 "," [$900Thu, 20 Sep 1900 12:00:00 +0000] * #,##0.00 ","Fisher & Paykel","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-0502-0201-029","VALLEYLAB Cable Bipolar Active","Sse 2l","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","6"," [$301Mon, 25 Mar 1901 00:00:00 +0000] * #,##0.00 "," [$501Fri, 31 May 1901 12:00:00 +0000] * #,##0.00 ","VALLEYLAB","Active","0","3"
"BP0004","Cables/ Lead Wires (or any part of it)","01-0502-0201-030","Cable Bipolar Forceps","Sse 2l","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","5"," [$501Mon, 13 May 1901 00:00:00 +0000] * #,##0.00 "," [$701Fri, 26 Jul 1901 20:24:00 +0000] * #,##0.00 ","VALLEYLAB","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-0502-0201-039","VALLEYLAB ESU HANDSEITCHING-SETCH PENCIL E2100","Sse 2l","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","2"," [$1100Mon, 05 Nov 1900 00:00:00 +0000] * #,##0.00 "," [$1200Fri, 21 Dec 1900 12:00:00 +0000] * #,##0.00 ","VALLEYLAB","Active","0","2"
"BP0025","Sensors/ Detectors","01-1603-0501-002","Finger Probe Spo2 Sensor","Poet TE Plus","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","4"," [$801Fri, 02 Aug 1901 00:00:00 +0000] * #,##0.00 "," [$1001Mon, 28 Oct 1901 00:00:00 +0000] * #,##0.00 ","CRITICARE","Active","0","0"
"BP0001","Batteries/ UPS","01-1601-1501-003","Nicked Rechargeable Battery 16Vdc 2.5Ah","Sc404","Unit","Just In Time","Centralized","","Biomedical","No","0","10"," [$500Sat, 19 May 1900 00:00:00 +0000] * #,##0.00 "," [$600Sat, 09 Jun 1900 00:00:00 +0000] * #,##0.00 ","Propaq","Active","0","0"
"BP0005","Casing/ Covers/ Brackets/ Latches/ Part Holders","01-1602-0601-003","Holder Bulb Assy","Biliblanket","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","12"," [$900Sun, 16 Sep 1900 00:00:00 +0000] * #,##0.00 "," [$1000Thu, 25 Oct 1900 00:00:00 +0000] * #,##0.00 ","OHMEDA","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1603-0401-011","Oxylead Interconnect Cable","3740","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$200Wed, 14 Feb 1900 12:00:00 +0000] * #,##0.00 "," [$200Wed, 21 Feb 1900 07:55:12 +0000] * #,##0.00 ","OHMEDA","Active","0","0"
"BP0025","Sensors/ Detectors","01-1603-0801-001","Spo2 Finger Sensor","S100e","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$700Sun, 22 Jul 1900 12:00:00 +0000] * #,##0.00 "," [$800Wed, 22 Aug 1900 04:19:12 +0000] * #,##0.00 ","SIMED","Active","0","0"
"BP0025","Sensors/ Detectors","01-1601-0402-007","Spo2 Probe,Neonate,Stater Kit","Accutor Plus","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","4"," [$903Mon, 07 Sep 1903 00:00:00 +0000] * #,##0.00 "," [$304Sat, 26 Mar 1904 21:36:00 +0000] * #,##0.00 ","Datascope","Active","0","0"
"BP0014","Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes","01-1601-0405-001","Hose Connect, Trio","Trio","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","3"," [$401Wed, 24 Apr 1901 00:00:00 +0000] * #,##0.00 "," [$701Fri, 05 Jul 1901 00:00:00 +0000] * #,##0.00 ","Datascope","Active","0","0"
"BP0006","Cuffs","01-1601-0403-005","Cuff Infant","Passport 2lt Ired","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","50"," [$100Mon, 15 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Wed, 17 Jan 1900 06:00:00 +0000] * #,##0.00 ","Datascope","Active","0","25"
"BP0011","Equipment Specific Parts","01-0503-0102-006","NIHON KOHDEN Paper Shaft AAA-20473 (20013)","6851k","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","4"," [$200Mon, 19 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$200Mon, 26 Feb 1900 12:00:00 +0000] * #,##0.00 ","Nihon Kohden","Active","0","3"
"BP0011","Equipment Specific Parts","01-0503-0102-016","NIHON KOHDEN 6851K Strap 38cm","6851k","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","11"," [$100Wed, 03 Jan 1900 14:24:00 +0000] * #,##0.00 "," [$100Thu, 04 Jan 1900 03:21:36 +0000] * #,##0.00 ","Nihon Kohden","Active","0","10"
"BP0005","Casing/ Covers/ Brackets/ Latches/ Part Holders","01-0601-0201-003","Cover For Battery","HS-100","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","5"," [$600Sat, 23 Jun 1900 00:00:00 +0000] * #,##0.00 "," [$700Thu, 19 Jul 1900 06:00:00 +0000] * #,##0.00 ","HUNTLEIGH","Active","0","1"
"BP0025","Sensors/ Detectors","01-1603-0603-002","NOVAMETRIX SPO2 FINGER SENSOR Y","515c","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","23"," [$901Wed, 11 Sep 1901 00:00:00 +0000] * #,##0.00 "," [$1201Fri, 13 Dec 1901 00:00:00 +0000] * #,##0.00 ","NOVAMETRIX","Active","0","3"
"BP0025","Sensors/ Detectors","01-1603-0603-003","Spo2 Finger Sensor, 8744","515c","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","20"," [$100Wed, 10 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Thu, 11 Jan 1900 12:00:00 +0000] * #,##0.00 ","NOVAMETRIX","Active","0","0"
"BP0025","Sensors/ Detectors","01-1603-0601-002","Reusable Oxysnap Finger Sensor","Cosmo 7100","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$204Sun, 28 Feb 1904 07:12:00 +0000] * #,##0.00 "," [$1004Thu, 13 Oct 1904 08:24:00 +0000] * #,##0.00 ","NOVAMETRIX","Active","0","0"
"BP0025","Sensors/ Detectors","01-1601-0101-001","Spo2 Adult Finger Tranducer","78834","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$1200Sat, 15 Dec 1900 00:00:00 +0000] * #,##0.00 "," [$201Tue, 05 Feb 1901 12:00:00 +0000] * #,##0.00 ","Hewlett Packard","Active","0","3"
"BP0025","Sensors/ Detectors","01-1601-0105-002","Pead Spo 2 Sensor","Virdia Series 50a","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","2"," [$301Mon, 25 Mar 1901 00:00:00 +0000] * #,##0.00 "," [$501Fri, 31 May 1901 12:00:00 +0000] * #,##0.00 ","Hewlett Packard","Active","0","0"
"BP0025","Sensors/ Detectors","01-1601-0106-001","SPO2 Finger Sensor Adult","M2601a","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","5"," [$602Wed, 18 Jun 1902 00:00:00 +0000] * #,##0.00 "," [$1002Fri, 31 Oct 1902 00:00:00 +0000] * #,##0.00 ","Hewlett Packard","Active","0","0"
"BP0001","Batteries/ UPS","01-1609-0301-001","Rechargeable Battery 12V 1.2Ah","6201","Unit","Just In Time","Centralized","","Biomedical","No","0","10"," [$300Tue, 20 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 01 Apr 1900 00:00:00 +0000] * #,##0.00 ","BAXTER","Active","0","0"
"BP0005","Casing/ Covers/ Brackets/ Latches/ Part Holders","01-1909-0101-002","Upper Casing,Clamp&Sheet","5100","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$1101Fri, 01 Nov 1901 00:00:00 +0000] * #,##0.00 "," [$202Sun, 09 Feb 1902 15:36:00 +0000] * #,##0.00 ","TOP","Active","0","0"
"BP0022","Power Supply Unit (PCB or Module)/ Transfomer","01-1909-0101-003","Power Supply Regulator","5100","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","15"," [$900Thu, 06 Sep 1900 00:00:00 +0000] * #,##0.00 "," [$1000Sat, 13 Oct 1900 12:00:00 +0000] * #,##0.00 ","TOP","Active","0","0"
"BP0002","Blankets/ Mattresses","01-1810-0101-002","RIPPLE MATTRESS INDIVIDUAL CELL","Alphabed","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","30"," [$701Sat, 13 Jul 1901 00:00:00 +0000] * #,##0.00 "," [$1001Sat, 05 Oct 1901 00:00:00 +0000] * #,##0.00 ","HUNTLEIGH","Active","0","0"
"BP0007","Diaphragms/ Pumps","01-1803-0101-003","Diapharm","Alphabed","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","100"," [$700Mon, 23 Jul 1900 00:00:00 +0000] * #,##0.00 "," [$800Wed, 22 Aug 1900 18:00:00 +0000] * #,##0.00 ","HUNTLEIGH","Active","0","14"
"BP0011","Equipment Specific Parts","01-1803-0101-004","Silencer Bag Assy","Alphabed","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","100"," [$300Thu, 15 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$300Mon, 26 Mar 1900 06:00:00 +0000] * #,##0.00 ","HUNTLEIGH","Active","0","7"
"BP0023","PPM/ Service/Maintenance/ Repair Kits","01-2202-1901-001","5K PREVENTIVE MAINTENANCE KIT,VELA","Avea","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","6"," [$703Tue, 28 Jul 1903 00:00:00 +0000] * #,##0.00 "," [$204Mon, 08 Feb 1904 18:00:00 +0000] * #,##0.00 ","Viasys Vela","Active","0","0"
"BP0025","Sensors/ Detectors","01-1603-1604-001","Finger Probe Adult 1.5Ft/Adult Reuble Oximeter Sensor","2100","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","5"," [$801Thu, 22 Aug 1901 00:00:00 +0000] * #,##0.00 "," [$1101Wed, 20 Nov 1901 00:00:00 +0000] * #,##0.00 ","DOLPHIN","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1603-1604-002","Extension Cable 8Ft(2.4M)","2100","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","5"," [$701Tue, 23 Jul 1901 00:00:00 +0000] * #,##0.00 "," [$1001Wed, 16 Oct 1901 12:00:00 +0000] * #,##0.00 ","DOLPHIN","Active","0","0"
